Gene	sgRNA	eff
BAP1	BAP1_m52443617	1
BAP1	BAP1_m52443859	1
BAP1	BAP1_m52443872	1
BAP1	BAP1_m52443878	1
BAP1	BAP1_p52442598	1
BAP1	BAP1_p52442603	1
BAP1	BAP1_p52443726	1
BAP1	BAP1_p52443735	1
BAP1	BAP1_p52443740	1
BARD1	BARD1_m215674207	1
BARD1	BARD1_m215674245	1
BARD1	BARD1_m215674266	1
BARD1	BARD1_m215674272	1
BARD1	BARD1_m215674281	1
BARD1	BARD1_p215674213	1
BARD1	BARD1_p215674224	1
BARD1	BARD1_p215674229	1
BARD1	BARD1_p215674237	1
BARD1	BARD1_p215674252	1
BARHL1	BARHL1_m135458197	1
BARHL1	BARHL1_m135458290	1
BARHL1	BARHL1_m135458304	1
BARHL1	BARHL1_m135458341	1
BARHL1	BARHL1_p135458169	1
BARHL1	BARHL1_p135458178	1
BARHL1	BARHL1_p135458184	1
BARHL1	BARHL1_p135458213	1
BARHL1	BARHL1_p135458325	1
BARHL1	BARHL1_p135458330	1
BARHL2	BARHL2_m91182631	1
BARHL2	BARHL2_m91182643	1
BARHL2	BARHL2_m91182648	1
BARHL2	BARHL2_m91182666	1
BARHL2	BARHL2_m91182740	1
BARHL2	BARHL2_m91182745	1
BARHL2	BARHL2_p91182634	1
BARHL2	BARHL2_p91182657	1
BARHL2	BARHL2_p91182671	1
BARHL2	BARHL2_p91182677	1
BARX1	BARX1_m96717252	1
BARX1	BARX1_m96717303	1
BARX1	BARX1_m96717311	1
BARX1	BARX1_m96717322	1
BARX1	BARX1_m96717334	1
BARX1	BARX1_m96717422	1
BARX1	BARX1_p96717254	1
BARX1	BARX1_p96717339	1
BARX1	BARX1_p96717346	1
BARX1	BARX1_p96717362	1
BARX2	BARX2_m129245931	1
BARX2	BARX2_m129245941	1
BARX2	BARX2_m129245946	1
BARX2	BARX2_m129245966	1
BARX2	BARX2_m129245971	1
BARX2	BARX2_m129245985	1
BARX2	BARX2_m129246022	1
BARX2	BARX2_m129246027	1
BARX2	BARX2_m129246036	1
BARX2	BARX2_p129246007	1
BASP1	BASP1_m17275383	1
BASP1	BASP1_m17275404	1
BASP1	BASP1_m17275461	1
BASP1	BASP1_p17275310	1
BASP1	BASP1_p17275333	1
BASP1	BASP1_p17275385	1
BASP1	BASP1_p17275390	1
BASP1	BASP1_p17275396	1
BASP1	BASP1_p17275406	1
BASP1	BASP1_p17275463	1
BATF2	BATF2_m64757244	1
BATF2	BATF2_m64757271	1
BATF2	BATF2_m64761921	1
BATF2	BATF2_m64761958	1
BATF2	BATF2_m64761978	1
BATF2	BATF2_m64764374	1
BATF2	BATF2_p64761906	1
BATF2	BATF2_p64761936	1
BATF2	BATF2_p64761945	1
BATF2	BATF2_p64761994	1
BATF3	BATF3_m212873047	1
BATF3	BATF3_m212873081	1
BATF3	BATF3_m212873088	1
BATF3	BATF3_m212873095	1
BATF3	BATF3_p212873003	1
BATF3	BATF3_p212873009	1
BATF3	BATF3_p212873026	1
BATF3	BATF3_p212873049	1
BATF3	BATF3_p212873059	1
BATF3	BATF3_p212873066	1
BATF	BATF_m75989026	1
BATF	BATF_m75989031	1
BATF	BATF_m75989041	1
BATF	BATF_m75989056	1
BATF	BATF_m75989078	1
BATF	BATF_m75991425	1
BATF	BATF_m75991494	1
BATF	BATF_p75991436	1
BATF	BATF_p75991478	1
BATF	BATF_p75991509	1
BAX	BAX_m49458809	1
BAX	BAX_m49464079	1
BAX	BAX_p49458170	1
BAX	BAX_p49458176	1
BAX	BAX_p49458815	1
BAX	BAX_p49459448	1
BAX	BAX_p49459519	1
BAX	BAX_p49459559	1
BAX	BAX_p49459568	1
BAX	BAX_p49464065	1
BAZ1A	BAZ1A_m35331471	1
BAZ1A	BAZ1A_m35331488	1
BAZ1A	BAZ1A_m35343756	1
BAZ1A	BAZ1A_m35343764	1
BAZ1A	BAZ1A_p35343683	1
BAZ1A	BAZ1A_p35343699	1
BAZ1A	BAZ1A_p35343737	1
BAZ1A	BAZ1A_p35343766	1
BAZ1A	BAZ1A_p35343773	1
BAZ1A	BAZ1A_p35343784	1
BAZ1B	BAZ1B_m72936208	1
BAZ1B	BAZ1B_m72936213	1
BAZ1B	BAZ1B_m72936249	1
BAZ1B	BAZ1B_p72936180	1
BAZ1B	BAZ1B_p72936191	1
BAZ1B	BAZ1B_p72936198	1
BAZ1B	BAZ1B_p72936215	1
BAZ1B	BAZ1B_p72936223	1
BAZ1B	BAZ1B_p72936229	1
BAZ1B	BAZ1B_p72936234	1
BAZ2A	BAZ2A_m57009332	1
BAZ2A	BAZ2A_m57009383	1
BAZ2A	BAZ2A_m57011212	1
BAZ2A	BAZ2A_m57011233	1
BAZ2A	BAZ2A_p57009281	1
BAZ2A	BAZ2A_p57009289	1
BAZ2A	BAZ2A_p57011202	1
BAZ2A	BAZ2A_p57011239	1
BAZ2A	BAZ2A_p57011246	1
BAZ2A	BAZ2A_p57011252	1
BAZ2B	BAZ2B_m160335087	1
BAZ2B	BAZ2B_m160335157	1
BAZ2B	BAZ2B_m160335215	1
BAZ2B	BAZ2B_m160335222	1
BAZ2B	BAZ2B_p160335104	1
BAZ2B	BAZ2B_p160335109	1
BAZ2B	BAZ2B_p160335141	1
BAZ2B	BAZ2B_p160335159	1
BAZ2B	BAZ2B_p160335170	1
BAZ2B	BAZ2B_p160335182	1
BBS9	BBS9_m33185883	1
BBS9	BBS9_p33185868	1
BBS9	BBS9_p33185885	1
BBS9	BBS9_p33185909	1
BBS9	BBS9_p33185923	1
BBS9	BBS9_p33185942	1
BBS9	BBS9_p33185948	1
BBS9	BBS9_p33185954	1
BBS9	BBS9_p33192316	1
BBS9	BBS9_p33192327	1
BBX	BBX_m107429397	1
BBX	BBX_m107435472	1
BBX	BBX_m107435479	1
BBX	BBX_p107429292	1
BBX	BBX_p107429309	1
BBX	BBX_p107429325	1
BBX	BBX_p107429331	1
BBX	BBX_p107429447	1
BBX	BBX_p107435444	1
BBX	BBX_p107435511	1
BCAS2	BCAS2_m115118259	1
BCAS2	BCAS2_m115119310	1
BCAS2	BCAS2_m115123993	1
BCAS2	BCAS2_m115123999	1
BCAS2	BCAS2_m115124201	1
BCAS2	BCAS2_p115118271	1
BCAS2	BCAS2_p115123904	1
BCAS2	BCAS2_p115123917	1
BCAS2	BCAS2_p115123950	1
BCAS2	BCAS2_p115124114	1
BCAS3	BCAS3_m58756847	1
BCAS3	BCAS3_m58756891	1
BCAS3	BCAS3_m58761353	1
BCAS3	BCAS3_p58756851	1
BCAS3	BCAS3_p58756859	1
BCAS3	BCAS3_p58761336	1
BCAS3	BCAS3_p58761375	1
BCAS3	BCAS3_p58767034	1
BCAS3	BCAS3_p58786574	1
BCAS3	BCAS3_p58786599	1
BCAT1	BCAT1_m25047239	1
BCAT1	BCAT1_m25047285	1
BCAT1	BCAT1_m25047290	1
BCAT1	BCAT1_p25047218	1
BCAT1	BCAT1_p25047231	1
BCAT1	BCAT1_p25047242	1
BCAT1	BCAT1_p25047254	1
BCAT1	BCAT1_p25047277	1
BCAT1	BCAT1_p25047378	1
BCAT1	BCAT1_p25047390	1
BCCIP	BCCIP_m127512136	1
BCCIP	BCCIP_m127512188	1
BCCIP	BCCIP_m127512194	1
BCCIP	BCCIP_m127515190	1
BCCIP	BCCIP_p127512115	1
BCCIP	BCCIP_p127512124	1
BCCIP	BCCIP_p127512141	1
BCCIP	BCCIP_p127512236	1
BCCIP	BCCIP_p127512269	1
BCCIP	BCCIP_p127515212	1
BCHE	BCHE_m165548651	1
BCHE	BCHE_m165548708	1
BCHE	BCHE_p165548454	1
BCHE	BCHE_p165548465	1
BCHE	BCHE_p165548487	1
BCHE	BCHE_p165548495	1
BCHE	BCHE_p165548579	1
BCHE	BCHE_p165548606	1
BCHE	BCHE_p165548620	1
BCHE	BCHE_p165548635	1
BCKDK	BCKDK_m31120552	1
BCKDK	BCKDK_m31120602	1
BCKDK	BCKDK_m31120632	1
BCKDK	BCKDK_m31120650	1
BCKDK	BCKDK_p31120531	1
BCKDK	BCKDK_p31120537	1
BCKDK	BCKDK_p31120557	1
BCKDK	BCKDK_p31120605	1
BCKDK	BCKDK_p31120621	1
BCKDK	BCKDK_p31120642	1
BCL10	BCL10_p85733603	1
BCL10	BCL10_p85733613	1
BCL10	BCL10_p85736342	1
BCL10	BCL10_p85736381	1
BCL10	BCL10_p85741977	1
BCL10	BCL10_p85741987	1
BCL10	BCL10_p85741992	1
BCL10	BCL10_p85741997	1
BCL10	BCL10_p85742002	1
BCL10	BCL10_p85742014	1
BCL11A	BCL11A_m60773346	1
BCL11A	BCL11A_m60773370	1
BCL11A	BCL11A_m60773392	1
BCL11A	BCL11A_p60773372	1
BCL11A	BCL11A_p60773377	1
BCL11A	BCL11A_p60773397	1
BCL11A	BCL11A_p60773407	1
BCL11A	BCL11A_p60773412	1
BCL11A	BCL11A_p60780356	1
BCL11A	BCL11A_p60780384	1
BCL11B	BCL11B_m99724109	1
BCL11B	BCL11B_m99724119	1
BCL11B	BCL11B_m99724128	1
BCL11B	BCL11B_m99724133	1
BCL11B	BCL11B_m99724158	1
BCL11B	BCL11B_m99737538	1
BCL11B	BCL11B_p99724143	1
BCL11B	BCL11B_p99737495	1
BCL11B	BCL11B_p99737508	1
BCL11B	BCL11B_p99737524	1
BCL2L10	BCL2L10_m52404822	1
BCL2L10	BCL2L10_m52404843	1
BCL2L10	BCL2L10_m52404856	1
BCL2L10	BCL2L10_m52404892	1
BCL2L10	BCL2L10_p52404791	1
BCL2L10	BCL2L10_p52404845	1
BCL2L10	BCL2L10_p52404861	1
BCL2L10	BCL2L10_p52404866	1
BCL2L10	BCL2L10_p52404872	1
BCL2L10	BCL2L10_p52404902	1
BCL2L13	BCL2L13_m18185074	1
BCL2L13	BCL2L13_m18185109	1
BCL2L13	BCL2L13_m18209483	1
BCL2L13	BCL2L13_p18185088	1
BCL2L13	BCL2L13_p18185100	1
BCL2L13	BCL2L13_p18185122	1
BCL2L13	BCL2L13_p18185129	1
BCL2L13	BCL2L13_p18209447	1
BCL2L13	BCL2L13_p18209453	1
BCL2L13	BCL2L13_p18209463	1
BCL2L1	BCL2L1_m30309853	1
BCL2L1	BCL2L1_m30309888	1
BCL2L1	BCL2L1_m30309915	1
BCL2L1	BCL2L1_m30309922	1
BCL2L1	BCL2L1_m30309933	1
BCL2L1	BCL2L1_m30309996	1
BCL2L1	BCL2L1_p30309856	1
BCL2L1	BCL2L1_p30309945	1
BCL2L1	BCL2L1_p30309958	1
BCL2L1	BCL2L1_p30309984	1
BCL2	BCL2_m60985706	1
BCL2	BCL2_m60985741	1
BCL2	BCL2_m60985795	1
BCL2	BCL2_m60985823	1
BCL2	BCL2_m60985865	1
BCL2	BCL2_m60985878	1
BCL2	BCL2_m60985887	1
BCL2	BCL2_p60985698	1
BCL2	BCL2_p60985746	1
BCL2	BCL2_p60985844	1
BCL3	BCL3_m45252103	1
BCL3	BCL3_m45252132	1
BCL3	BCL3_m45252140	1
BCL3	BCL3_m45252189	1
BCL3	BCL3_m45252216	1
BCL3	BCL3_m45252223	1
BCL3	BCL3_m45252274	1
BCL3	BCL3_m45252279	1
BCL3	BCL3_p45252081	1
BCL3	BCL3_p45252088	1
BCL6B	BCL6B_m6927010	1
BCL6B	BCL6B_m6927034	1
BCL6B	BCL6B_m6927054	1
BCL6B	BCL6B_m6927073	1
BCL6B	BCL6B_m6927088	1
BCL6B	BCL6B_m6927135	1
BCL6B	BCL6B_p6927043	1
BCL6B	BCL6B_p6927097	1
BCL6B	BCL6B_p6927104	1
BCL6B	BCL6B_p6927147	1
BCL6	BCL6_m187451406	1
BCL6	BCL6_p187451312	1
BCL6	BCL6_p187451342	1
BCL6	BCL6_p187451384	1
BCL6	BCL6_p187451396	1
BCL6	BCL6_p187451415	1
BCL6	BCL6_p187451420	1
BCL6	BCL6_p187451432	1
BCL6	BCL6_p187451449	1
BCL6	BCL6_p187451454	1
BCL9L	BCL9L_m118779199	1
BCL9L	BCL9L_m118779231	1
BCL9L	BCL9L_m118780638	1
BCL9L	BCL9L_p118779191	1
BCL9L	BCL9L_p118779203	1
BCL9L	BCL9L_p118779234	1
BCL9L	BCL9L_p118779268	1
BCL9L	BCL9L_p118779330	1
BCL9L	BCL9L_p118780617	1
BCL9L	BCL9L_p118780627	1
BCL9	BCL9_m147083652	1
BCL9	BCL9_m147084687	1
BCL9	BCL9_m147084749	1
BCL9	BCL9_m147084761	1
BCL9	BCL9_m147084846	1
BCL9	BCL9_p147083639	1
BCL9	BCL9_p147083666	1
BCL9	BCL9_p147084678	1
BCL9	BCL9_p147084753	1
BCL9	BCL9_p147084763	1
BCLAF1	BCLAF1_m136599682	1
BCLAF1	BCLAF1_m136599712	1
BCLAF1	BCLAF1_m136599721	1
BCLAF1	BCLAF1_m136599746	1
BCLAF1	BCLAF1_m136599797	1
BCLAF1	BCLAF1_m136599805	1
BCLAF1	BCLAF1_m136599824	1
BCLAF1	BCLAF1_p136599606	1
BCLAF1	BCLAF1_p136599622	1
BCLAF1	BCLAF1_p136599877	1
BCORL1	BCORL1_m129139225	1
BCORL1	BCORL1_m129139253	1
BCORL1	BCORL1_m129139263	1
BCORL1	BCORL1_m129146563	1
BCORL1	BCORL1_p129139213	1
BCORL1	BCORL1_p129139241	1
BCORL1	BCORL1_p129139255	1
BCORL1	BCORL1_p129139266	1
BCORL1	BCORL1_p129139271	1
BCORL1	BCORL1_p129146553	1
BCOR	BCOR_m39934404	1
BCOR	BCOR_m39934412	1
BCOR	BCOR_m39934420	1
BCOR	BCOR_m39935708	1
BCOR	BCOR_m39937113	1
BCOR	BCOR_m39937127	1
BCOR	BCOR_m39937143	1
BCOR	BCOR_p39935693	1
BCOR	BCOR_p39935700	1
BCOR	BCOR_p39935727	1
BCR	BCR_m23523148	1
BCR	BCR_m23523209	1
BCR	BCR_p23523137	1
BCR	BCR_p23523152	1
BCR	BCR_p23523157	1
BCR	BCR_p23523173	1
BCR	BCR_p23523224	1
BCR	BCR_p23523230	1
BCR	BCR_p23523242	1
BCR	BCR_p23523253	1
BDH1	BDH1_m197260361	1
BDH1	BDH1_m197260367	1
BDH1	BDH1_m197260393	1
BDH1	BDH1_m197260417	1
BDH1	BDH1_p197260353	1
BDH1	BDH1_p197260375	1
BDH1	BDH1_p197260383	1
BDH1	BDH1_p197260405	1
BDH1	BDH1_p197273241	1
BDH1	BDH1_p197273293	1
BDP1	BDP1_m70751705	1
BDP1	BDP1_m70751712	1
BDP1	BDP1_m70751724	1
BDP1	BDP1_m70751737	1
BDP1	BDP1_m70751786	1
BDP1	BDP1_m70751806	1
BDP1	BDP1_p70751693	1
BDP1	BDP1_p70751728	1
BDP1	BDP1_p70751741	1
BDP1	BDP1_p70751793	1
BECN1	BECN1_m40975767	1
BECN1	BECN1_m40975795	1
BECN1	BECN1_m40975889	1
BECN1	BECN1_p40972824	1
BECN1	BECN1_p40972834	1
BECN1	BECN1_p40975756	1
BECN1	BECN1_p40975774	1
BECN1	BECN1_p40975802	1
BECN1	BECN1_p40975841	1
BECN1	BECN1_p40975853	1
BET1L	BET1L_m205660	1
BET1L	BET1L_m205953	1
BET1L	BET1L_m205980	1
BET1L	BET1L_m206025	1
BET1L	BET1L_m207305	1
BET1L	BET1L_m207311	1
BET1L	BET1L_p205942	1
BET1L	BET1L_p205959	1
BET1L	BET1L_p205986	1
BET1L	BET1L_p206012	1
BEX1	BEX1_m102317993	1
BEX1	BEX1_m102317998	1
BEX1	BEX1_m102318049	1
BEX1	BEX1_m102318090	1
BEX1	BEX1_m102318162	1
BEX1	BEX1_p102318003	1
BEX1	BEX1_p102318071	1
BEX1	BEX1_p102318076	1
BEX1	BEX1_p102318082	1
BEX1	BEX1_p102318172	1
BEX2	BEX2_m102564686	1
BEX2	BEX2_m102564691	1
BEX2	BEX2_m102564742	1
BEX2	BEX2_m102564864	1
BEX2	BEX2_p102564696	1
BEX2	BEX2_p102564726	1
BEX2	BEX2_p102564764	1
BEX2	BEX2_p102564769	1
BEX2	BEX2_p102564775	1
BEX2	BEX2_p102564874	1
BEX4	BEX4_m102471091	1
BEX4	BEX4_m102471165	1
BEX4	BEX4_m102471212	1
BEX4	BEX4_m102471277	1
BEX4	BEX4_p102471083	1
BEX4	BEX4_p102471099	1
BEX4	BEX4_p102471173	1
BEX4	BEX4_p102471178	1
BEX4	BEX4_p102471214	1
BEX4	BEX4_p102471265	1
BHLHA15	BHLHA15_m97841659	1
BHLHA15	BHLHA15_m97841699	1
BHLHA15	BHLHA15_m97841726	1
BHLHA15	BHLHA15_m97841732	1
BHLHA15	BHLHA15_m97841760	1
BHLHA15	BHLHA15_m97841766	1
BHLHA15	BHLHA15_p97841616	1
BHLHA15	BHLHA15_p97841734	1
BHLHA15	BHLHA15_p97841769	1
BHLHA15	BHLHA15_p97841792	1
BHLHB9	BHLHB9_m102003924	1
BHLHB9	BHLHB9_m102004031	1
BHLHB9	BHLHB9_m102004062	1
BHLHB9	BHLHB9_p102003908	1
BHLHB9	BHLHB9_p102003934	1
BHLHB9	BHLHB9_p102003984	1
BHLHB9	BHLHB9_p102004005	1
BHLHB9	BHLHB9_p102004023	1
BHLHB9	BHLHB9_p102004114	1
BHLHB9	BHLHB9_p102004144	1
BHLHE23	BHLHE23_m61637965	1
BHLHE23	BHLHE23_m61637972	1
BHLHE23	BHLHE23_m61637994	1
BHLHE23	BHLHE23_m61638014	1
BHLHE23	BHLHE23_m61638020	1
BHLHE23	BHLHE23_m61638028	1
BHLHE23	BHLHE23_m61638055	1
BHLHE23	BHLHE23_p61637945	1
BHLHE23	BHLHE23_p61637955	1
BHLHE23	BHLHE23_p61638057	1
BHLHE40	BHLHE40_m5021436	1
BHLHE40	BHLHE40_m5021449	1
BHLHE40	BHLHE40_m5021457	1
BHLHE40	BHLHE40_m5021477	1
BHLHE40	BHLHE40_m5021655	1
BHLHE40	BHLHE40_m5021660	1
BHLHE40	BHLHE40_p5021389	1
BHLHE40	BHLHE40_p5021441	1
BHLHE40	BHLHE40_p5021460	1
BHLHE40	BHLHE40_p5021666	1
BHLHE41	BHLHE41_m26276661	1
BHLHE41	BHLHE41_m26276669	1
BHLHE41	BHLHE41_m26277453	1
BHLHE41	BHLHE41_m26277672	1
BHLHE41	BHLHE41_m26277704	1
BHLHE41	BHLHE41_p26277002	1
BHLHE41	BHLHE41_p26277042	1
BHLHE41	BHLHE41_p26277085	1
BHLHE41	BHLHE41_p26277481	1
BHLHE41	BHLHE41_p26277674	1
BIN1	BIN1_m127828387	1
BIN1	BIN1_m127834268	1
BIN1	BIN1_m127864437	1
BIN1	BIN1_m127864443	1
BIN1	BIN1_m127864498	1
BIN1	BIN1_m127864508	1
BIN1	BIN1_p127834200	1
BIN1	BIN1_p127834228	1
BIN1	BIN1_p127864429	1
BIN1	BIN1_p127864453	1
BIN3	BIN3_m22488061	1
BIN3	BIN3_m22494039	1
BIN3	BIN3_m22494080	1
BIN3	BIN3_m22494449	1
BIN3	BIN3_m22494456	1
BIN3	BIN3_m22526558	1
BIN3	BIN3_p22494029	1
BIN3	BIN3_p22494061	1
BIN3	BIN3_p22502271	1
BIN3	BIN3_p22526543	1
BIRC2	BIRC2_m102220909	1
BIRC2	BIRC2_m102220955	1
BIRC2	BIRC2_m102221008	1
BIRC2	BIRC2_m102221048	1
BIRC2	BIRC2_p102220849	1
BIRC2	BIRC2_p102220911	1
BIRC2	BIRC2_p102220926	1
BIRC2	BIRC2_p102220992	1
BIRC2	BIRC2_p102221014	1
BIRC2	BIRC2_p102221081	1
BIRC3	BIRC3_m102195292	1
BIRC3	BIRC3_m102195335	1
BIRC3	BIRC3_m102195513	1
BIRC3	BIRC3_m102195544	1
BIRC3	BIRC3_m102195582	1
BIRC3	BIRC3_m102195644	1
BIRC3	BIRC3_m102195666	1
BIRC3	BIRC3_p102195393	1
BIRC3	BIRC3_p102195533	1
BIRC3	BIRC3_p102195596	1
BIRC5	BIRC5_m76210421	1
BIRC5	BIRC5_m76210433	1
BIRC5	BIRC5_m76210447	1
BIRC5	BIRC5_m76210475	1
BIRC5	BIRC5_m76210501	1
BIRC5	BIRC5_m76210767	1
BIRC5	BIRC5_m76210790	1
BIRC5	BIRC5_p76210449	1
BIRC5	BIRC5_p76210459	1
BIRC5	BIRC5_p76210747	1
BIRC6	BIRC6_m32582256	1
BIRC6	BIRC6_m32582277	1
BIRC6	BIRC6_m32582283	1
BIRC6	BIRC6_p32582238	1
BIRC6	BIRC6_p32582287	1
BIRC6	BIRC6_p32582294	1
BIRC6	BIRC6_p32582303	1
BIRC6	BIRC6_p32582309	1
BIRC6	BIRC6_p32582383	1
BIRC6	BIRC6_p32582388	1
BIRC7	BIRC7_m61867449	1
BIRC7	BIRC7_m61867457	1
BIRC7	BIRC7_m61867477	1
BIRC7	BIRC7_m61867483	1
BIRC7	BIRC7_m61867490	1
BIRC7	BIRC7_m61867496	1
BIRC7	BIRC7_m61867501	1
BIRC7	BIRC7_p61867463	1
BIRC7	BIRC7_p61867507	1
BIRC7	BIRC7_p61867517	1
BIVM	BIVM_m103474095	1
BIVM	BIVM_m103474102	1
BIVM	BIVM_m103474109	1
BIVM	BIVM_p103473456	1
BIVM	BIVM_p103474111	1
BIVM	BIVM_p103474139	1
BIVM	BIVM_p103474144	1
BIVM	BIVM_p103474155	1
BIVM	BIVM_p103474460	1
BIVM	BIVM_p103483922	1
BLCAP	BLCAP_m36147459	1
BLCAP	BLCAP_m36147464	1
BLCAP	BLCAP_m36147490	1
BLCAP	BLCAP_m36147561	1
BLCAP	BLCAP_p36147443	1
BLCAP	BLCAP_p36147477	1
BLCAP	BLCAP_p36147482	1
BLCAP	BLCAP_p36147494	1
BLCAP	BLCAP_p36147499	1
BLCAP	BLCAP_p36147542	1
BLK	BLK_m11400809	1
BLK	BLK_m11403574	1
BLK	BLK_m11403584	1
BLK	BLK_m11403590	1
BLK	BLK_m11403604	1
BLK	BLK_m11405576	1
BLK	BLK_p11400771	1
BLK	BLK_p11405535	1
BLK	BLK_p11405567	1
BLK	BLK_p11405586	1
BLMH	BLMH_m28618412	1
BLMH	BLMH_m28618430	1
BLMH	BLMH_m28618449	1
BLMH	BLMH_m28618511	1
BLMH	BLMH_m28618517	1
BLMH	BLMH_m28618826	1
BLMH	BLMH_p28618418	1
BLMH	BLMH_p28618436	1
BLMH	BLMH_p28618451	1
BLMH	BLMH_p28618816	1
BLM	BLM_m91292672	1
BLM	BLM_m91292715	1
BLM	BLM_m91292726	1
BLM	BLM_m91292732	1
BLM	BLM_m91292739	1
BLM	BLM_m91292780	1
BLM	BLM_m91292825	1
BLM	BLM_m91292843	1
BLM	BLM_p91292783	1
BLM	BLM_p91292871	1
BLOC1S2	BLOC1S2_m102045866	1
BLOC1S2	BLOC1S2_m102045901	1
BLOC1S2	BLOC1S2_m102045937	1
BLOC1S2	BLOC1S2_m102046363	1
BLOC1S2	BLOC1S2_m102046391	1
BLOC1S2	BLOC1S2_m102046399	1
BLOC1S2	BLOC1S2_p102045941	1
BLOC1S2	BLOC1S2_p102045951	1
BLOC1S2	BLOC1S2_p102046347	1
BLOC1S2	BLOC1S2_p102046380	1
BLVRB	BLVRB_m40964428	1
BLVRB	BLVRB_m40964434	1
BLVRB	BLVRB_m40971518	1
BLVRB	BLVRB_m40971528	1
BLVRB	BLVRB_m40971537	1
BLVRB	BLVRB_m40971550	1
BLVRB	BLVRB_m40971560	1
BLVRB	BLVRB_m40971569	1
BLVRB	BLVRB_p40971520	1
BLVRB	BLVRB_p40971541	1
BLZF1	BLZF1_m169345796	1
BLZF1	BLZF1_m169345917	1
BLZF1	BLZF1_m169346001	1
BLZF1	BLZF1_p169345799	1
BLZF1	BLZF1_p169345808	1
BLZF1	BLZF1_p169345839	1
BLZF1	BLZF1_p169345879	1
BLZF1	BLZF1_p169345908	1
BLZF1	BLZF1_p169345923	1
BLZF1	BLZF1_p169346033	1
BMI1	BMI1_m22615421	1
BMI1	BMI1_m22615463	1
BMI1	BMI1_m22615469	1
BMI1	BMI1_m22615846	1
BMI1	BMI1_m22615854	1
BMI1	BMI1_m22615868	1
BMI1	BMI1_m22615882	1
BMI1	BMI1_p22615423	1
BMI1	BMI1_p22615825	1
BMI1	BMI1_p22615893	1
BMP2K	BMP2K_m79697721	1
BMP2K	BMP2K_m79697822	1
BMP2K	BMP2K_m79697843	1
BMP2K	BMP2K_m79697854	1
BMP2K	BMP2K_p79697692	1
BMP2K	BMP2K_p79697705	1
BMP2K	BMP2K_p79697712	1
BMP2K	BMP2K_p79697825	1
BMP2K	BMP2K_p79697834	1
BMP2K	BMP2K_p79697846	1
BMPR1A	BMPR1A_m88635781	1
BMPR1A	BMPR1A_m88659612	1
BMPR1A	BMPR1A_m88659636	1
BMPR1A	BMPR1A_m88672135	1
BMPR1A	BMPR1A_p88649807	1
BMPR1A	BMPR1A_p88649823	1
BMPR1A	BMPR1A_p88649829	1
BMPR1A	BMPR1A_p88678917	1
BMPR1A	BMPR1A_p88679204	1
BMPR1A	BMPR1A_p88681312	1
BMPR1B	BMPR1B_m96025615	1
BMPR1B	BMPR1B_m96025651	1
BMPR1B	BMPR1B_m96025656	1
BMPR1B	BMPR1B_m96025679	1
BMPR1B	BMPR1B_m96025685	1
BMPR1B	BMPR1B_m96025692	1
BMPR1B	BMPR1B_p96025601	1
BMPR1B	BMPR1B_p96025696	1
BMPR1B	BMPR1B_p96035856	1
BMPR1B	BMPR1B_p96035882	1
BMPR2	BMPR2_m203242221	1
BMPR2	BMPR2_m203242233	1
BMPR2	BMPR2_m203242249	1
BMPR2	BMPR2_p203242195	1
BMPR2	BMPR2_p203242201	1
BMPR2	BMPR2_p203242235	1
BMPR2	BMPR2_p203242251	1
BMPR2	BMPR2_p203329528	1
BMPR2	BMPR2_p203329566	1
BMPR2	BMPR2_p203329572	1
BMS1	BMS1_m43280011	1
BMS1	BMS1_m43287994	1
BMS1	BMS1_m43288441	1
BMS1	BMS1_m43288450	1
BMS1	BMS1_p43279832	1
BMS1	BMS1_p43279979	1
BMS1	BMS1_p43281054	1
BMS1	BMS1_p43281098	1
BMS1	BMS1_p43287976	1
BMS1	BMS1_p43288474	1
BMX	BMX_m15526589	1
BMX	BMX_m15527532	1
BMX	BMX_m15527549	1
BMX	BMX_m15534252	1
BMX	BMX_p15526540	1
BMX	BMX_p15527498	1
BMX	BMX_p15527534	1
BMX	BMX_p15529553	1
BMX	BMX_p15529599	1
BMX	BMX_p15534219	1
BNC1	BNC1_m83935778	1
BNC1	BNC1_m83935809	1
BNC1	BNC1_m83936886	1
BNC1	BNC1_m83936901	1
BNC1	BNC1_m83936939	1
BNC1	BNC1_m83953283	1
BNC1	BNC1_m83953289	1
BNC1	BNC1_m83953374	1
BNC1	BNC1_p83936890	1
BNC1	BNC1_p83936905	1
BNC2	BNC2_m16738359	1
BNC2	BNC2_m16738381	1
BNC2	BNC2_m16738395	1
BNC2	BNC2_m16738411	1
BNC2	BNC2_m16738429	1
BNC2	BNC2_m16738434	1
BNC2	BNC2_m16738474	1
BNC2	BNC2_p16738385	1
BNC2	BNC2_p16738436	1
BNC2	BNC2_p16738442	1
BNIP1	BNIP1_m172571562	1
BNIP1	BNIP1_m172571571	1
BNIP1	BNIP1_m172571577	1
BNIP1	BNIP1_m172571589	1
BNIP1	BNIP1_m172571610	1
BNIP1	BNIP1_m172573876	1
BNIP1	BNIP1_m172573892	1
BNIP1	BNIP1_p172571592	1
BNIP1	BNIP1_p172571598	1
BNIP1	BNIP1_p172573865	1
BNIP2	BNIP2_m59974700	1
BNIP2	BNIP2_m59974708	1
BNIP2	BNIP2_m59981438	1
BNIP2	BNIP2_m59981472	1
BNIP2	BNIP2_m59981477	1
BNIP2	BNIP2_m59981529	1
